word_or_phrase,definition,etymology,english_cognates,related_words,language
essai,[To be translated],Found 4 times across documents,,,french
septembre,[To be translated],Found 4 times across documents,,,french
concentrant,[To be translated],Found 4 times across documents,,,french
stone,[To be translated],Found 4 times across documents,,,french
find,[To be translated],Found 4 times across documents,,,french
see,[To be translated],Found 4 times across documents,,,french
thought,[To be translated],Found 4 times across documents,,,french
shadowing,[To be translated],Found 4 times across documents,,,french
utile,[To be translated],Found 4 times across documents,,,french
enregistrement,[To be translated],Found 4 times across documents,,,french
vidéos,[To be translated],Found 4 times across documents,,,french
instant,[To be translated],Found 4 times across documents,,,french
rôder,[To be translated],Found 4 times across documents,,,french
quinze,[To be translated],Found 4 times across documents,,,french
oncle,[To be translated],Found 4 times across documents,,,french
idiot,[To be translated],Found 4 times across documents,,,french
chante,[To be translated],Found 4 times across documents,,,french
carte,[To be translated],Found 4 times across documents,,,french
transactions,[To be translated],Found 4 times across documents,,,french
clubs,[To be translated],Found 4 times across documents,,,french
parisienne,[To be translated],Found 4 times across documents,,,french
meetup,[To be translated],Found 4 times across documents,,,french
marchés,[To be translated],Found 4 times across documents,,,french
parisien,[To be translated],Found 4 times across documents,,,french
sacrément,[To be translated],Found 4 times across documents,,,french
interesting,[To be translated],Found 4 times across documents,,,french
https,[To be translated],Found 4 times across documents,,,french
knew,[To be translated],Found 4 times across documents,,,french
soft,[To be translated],Found 4 times across documents,,,french
seen,[To be translated],Found 4 times across documents,,,french
loulou,[To be translated],Found 4 times across documents,,,french
salle,[To be translated],Found 4 times across documents,,,french
street,[To be translated],Found 4 times across documents,,,french
fear,[To be translated],Found 4 times across documents,,,french
plural,[To be translated],Found 4 times across documents,,,french
juillet,[To be translated],Found 4 times across documents,,,french
député,[To be translated],Found 4 times across documents,,,french
expressing,[To be translated],Found 4 times across documents,,,french
repetition,[To be translated],Found 4 times across documents,,,french
only,[To be translated],Found 4 times across documents,,,french
nommé,[To be translated],Found 4 times across documents,,,french
tenses,[To be translated],Found 4 times across documents,,,french
observed,[To be translated],Found 4 times across documents,,,french
occasional,[To be translated],Found 4 times across documents,,,french
recall,[To be translated],Found 4 times across documents,,,french
uncertainty,[To be translated],Found 4 times across documents,,,french
smoothly,[To be translated],Found 4 times across documents,,,french
pronominal,[To be translated],Found 4 times across documents,,,french
souhaiter,[To be translated],Found 4 times across documents,,,french
invented,[To be translated],Found 4 times across documents,,,french
commentaire,[To be translated],Found 4 times across documents,,,french
list,[To be translated],Found 4 times across documents,,,french
story,[To be translated],Found 4 times across documents,,,french
expand,[To be translated],Found 4 times across documents,,,french
those,[To be translated],Found 4 times across documents,,,french
adjective,[To be translated],Found 4 times across documents,,,french
cultivée,[To be translated],Found 4 times across documents,,,french
cultivé,[To be translated],Found 4 times across documents,,,french
review,[To be translated],Found 4 times across documents,,,french
reinforce,[To be translated],Found 4 times across documents,,,french
laïcité,[To be translated],Found 4 times across documents,,,french
républicaine,[To be translated],Found 4 times across documents,,,french
paragraph,[To be translated],Found 4 times across documents,,,french
conjuguer,[To be translated],Found 4 times across documents,,,french
inventés,[To be translated],Found 4 times across documents,,,french
today,[To be translated],Found 4 times across documents,,,french
years,[To be translated],Found 4 times across documents,,,french
mnémotechnique,[To be translated],Found 4 times across documents,,,french
mnemonic,[To be translated],Found 4 times across documents,,,french
roux,[To be translated],Found 4 times across documents,,,french
ram,[To be translated],Found 4 times across documents,,,french
abonné,[To be translated],Found 4 times across documents,,,french
process,[To be translated],Found 4 times across documents,,,french
vitesse,[To be translated],Found 4 times across documents,,,french
sentier,[To be translated],Found 4 times across documents,,,french
technique,[To be translated],Found 4 times across documents,,,french
quiz,[To be translated],Found 4 times across documents,,,french
tools,[To be translated],Found 4 times across documents,,,french
especially,[To be translated],Found 4 times across documents,,,french
habillée,[To be translated],Found 4 times across documents,,,french
wrong,[To be translated],Found 4 times across documents,,,french
trompés,[To be translated],Found 4 times across documents,,,french
ennuyer,[To be translated],Found 4 times across documents,,,french
ennuyés,[To be translated],Found 4 times across documents,,,french
similar,[To be translated],Found 4 times across documents,,,french
differ,[To be translated],Found 4 times across documents,,,french
apporter,[To be translated],Found 4 times across documents,,,french
amener,[To be translated],Found 4 times across documents,,,french
réussi,[To be translated],Found 4 times across documents,,,french
nouns,[To be translated],Found 4 times across documents,,,french
mistakes,[To be translated],Found 4 times across documents,,,french
froide,[To be translated],Found 4 times across documents,,,french
ten,[To be translated],Found 4 times across documents,,,french
collège,[To be translated],Found 4 times across documents,,,french
middle,[To be translated],Found 4 times across documents,,,french
school,[To be translated],Found 4 times across documents,,,french
sensitive,[To be translated],Found 4 times across documents,,,french
jouais,[To be translated],Found 4 times across documents,,,french
joué,[To be translated],Found 4 times across documents,,,french
compound,[To be translated],Found 4 times across documents,,,french
disque,[To be translated],Found 4 times across documents,,,french
automatique,[To be translated],Found 4 times across documents,,,french
learning,[To be translated],Found 4 times across documents,,,french
neuronal,[To be translated],Found 4 times across documents,,,french
naturel,[To be translated],Found 4 times across documents,,,french
inférence,[To be translated],Found 4 times across documents,,,french
bordeaux,[To be translated],Found 4 times across documents,,,french
montréal,[To be translated],Found 4 times across documents,,,french
rio,[To be translated],Found 4 times across documents,,,french
janeiro,[To be translated],Found 4 times across documents,,,french
genève,[To be translated],Found 4 times across documents,,,french
day,[To be translated],Found 4 times across documents,,,french
however,[To be translated],Found 4 times across documents,,,french
flow,[To be translated],Found 4 times across documents,,,french
trompeur,[To be translated],Found 4 times across documents,,,french
vandertrampp,[To be translated],Found 4 times across documents,,,french
devenue,[To be translated],Found 4 times across documents,,,french
come,[To be translated],Found 4 times across documents,,,french
montés,[To be translated],Found 4 times across documents,,,french
enter,[To be translated],Found 4 times across documents,,,french
rentré,[To be translated],Found 4 times across documents,,,french
descendu,[To be translated],Found 4 times across documents,,,french
entré,[To be translated],Found 4 times across documents,,,french
retournée,[To be translated],Found 4 times across documents,,,french
leave,[To be translated],Found 4 times across documents,,,french
tip,[To be translated],Found 4 times across documents,,,french
challenges,[To be translated],Found 4 times across documents,,,french
conversational,[To be translated],Found 4 times across documents,,,french
difficulty,[To be translated],Found 4 times across documents,,,french
introductions,[To be translated],Found 4 times across documents,,,french
réveillé,[To be translated],Found 4 times across documents,,,french
trompé,[To be translated],Found 4 times across documents,,,french
form,[To be translated],Found 4 times across documents,,,french
reprends,[To be translated],Found 4 times across documents,,,french
inattendus,[To be translated],Found 4 times across documents,,,french
monté,[To be translated],Found 4 times across documents,,,french
muettes,[To be translated],Found 4 times across documents,,,french
descendante,[To be translated],Found 4 times across documents,,,french
habites,[To be translated],Found 4 times across documents,,,french
big,[To be translated],Found 4 times across documents,,,french
inquiète,[To be translated],Found 4 times across documents,,,french
saoule,[To be translated],Found 4 times across documents,,,french
chais,[To be translated],Found 4 times across documents,,,french
bah,[To be translated],Found 4 times across documents,,,french
ear,[To be translated],Found 4 times across documents,,,french
fire,[To be translated],Found 4 times across documents,,,french
through,[To be translated],Found 4 times across documents,,,french
interactive,[To be translated],Found 4 times across documents,,,french
gives,[To be translated],Found 4 times across documents,,,french
confuse,[To be translated],Found 4 times across documents,,,french
copain,[To be translated],Found 4 times across documents,,,french
fix,[To be translated],Found 4 times across documents,,,french
enceinte,[To be translated],Found 4 times across documents,,,french
dérange,[To be translated],Found 4 times across documents,,,french
demand,[To be translated],Found 4 times across documents,,,french
somber,[To be translated],Found 4 times across documents,,,french
echo,[To be translated],Found 4 times across documents,,,french
google,[To be translated],Found 4 times across documents,,,french
storage,[To be translated],Found 4 times across documents,,,french
events,[To be translated],Found 4 times across documents,,,french
vulgaire,[To be translated],Found 4 times across documents,,,french
pars,[To be translated],Found 4 times across documents,,,french
manteau,[To be translated],Found 4 times across documents,,,french
finis,[To be translated],Found 4 times across documents,,,french
amazon,[To be translated],Found 4 times across documents,,,french
péniches,[To be translated],Found 4 times across documents,,,french
véhicule,[To be translated],Found 4 times across documents,,,french
pont,[To be translated],Found 4 times across documents,,,french
parfum,[To be translated],Found 4 times across documents,,,french
blanc,[To be translated],Found 4 times across documents,,,french
réserver,[To be translated],Found 4 times across documents,,,french
planning,[To be translated],Found 4 times across documents,,,french
market,[To be translated],Found 4 times across documents,,,french
jouent,[To be translated],Found 4 times across documents,,,french
perçues,[To be translated],Found 4 times across documents,,,french
fonds,[To be translated],Found 4 times across documents,,,french
servir,[To be translated],Found 4 times across documents,,,french
décentralisée,[To be translated],Found 4 times across documents,,,french
décroissance,[To be translated],Found 4 times across documents,,,french
interpréter,[To be translated],Found 4 times across documents,,,french
matériaux,[To be translated],Found 4 times across documents,,,french
énoncé,[To be translated],Found 4 times across documents,,,french
fausse,[To be translated],Found 4 times across documents,,,french
prémisses,[To be translated],Found 4 times across documents,,,french
prémisse,[To be translated],Found 4 times across documents,,,french
déduction,[To be translated],Found 4 times across documents,,,french
arguments,[To be translated],Found 4 times across documents,,,french
évite,[To be translated],Found 3 times across documents,,,french
démocratie,[To be translated],Found 3 times across documents,,,french
incitant,[To be translated],Found 3 times across documents,,,french
extrêmes,[To be translated],Found 3 times across documents,,,french
dénoncer,[To be translated],Found 3 times across documents,,,french
blesser,[To be translated],Found 3 times across documents,,,french
librement,[To be translated],Found 3 times across documents,,,french
sensibilités,[To be translated],Found 3 times across documents,,,french
droits,[To be translated],Found 3 times across documents,,,french
dangereux,[To be translated],Found 3 times across documents,,,french
influencer,[To be translated],Found 3 times across documents,,,french
négativement,[To be translated],Found 3 times across documents,,,french
existantes,[To be translated],Found 3 times across documents,,,french
inefficaces,[To be translated],Found 3 times across documents,,,french
conciliation,[To be translated],Found 3 times across documents,,,french
connectent,[To be translated],Found 3 times across documents,,,french
militantisme,[To be translated],Found 3 times across documents,,,french
tisser,[To be translated],Found 3 times across documents,,,french
compter,[To be translated],Found 3 times across documents,,,french
décharger,[To be translated],Found 3 times across documents,,,french
responsabilités,[To be translated],Found 3 times across documents,,,french
structurantes,[To be translated],Found 3 times across documents,,,french
remise,[To be translated],Found 3 times across documents,,,french
établi,[To be translated],Found 3 times across documents,,,french
nuisent,[To be translated],Found 3 times across documents,,,french
hyperconnecté,[To be translated],Found 3 times across documents,,,french
ralenter,[To be translated],Found 3 times across documents,,,french
suscitant,[To be translated],Found 3 times across documents,,,french
purement,[To be translated],Found 3 times across documents,,,french
ressourcer,[To be translated],Found 3 times across documents,,,french
initier,[To be translated],Found 3 times across documents,,,french
philosophique,[To be translated],Found 3 times across documents,,,french
argumenter,[To be translated],Found 3 times across documents,,,french
sociétaux,[To be translated],Found 3 times across documents,,,french
estiment,[To be translated],Found 3 times across documents,,,french
améliorant,[To be translated],Found 3 times across documents,,,french
creuser,[To be translated],Found 3 times across documents,,,french
longueur,[To be translated],Found 3 times across documents,,,french
publicité,[To be translated],Found 3 times across documents,,,french
perspective,[To be translated],Found 3 times across documents,,,french
news,[To be translated],Found 3 times across documents,,,french
effets,[To be translated],Found 3 times across documents,,,french
fins,[To be translated],Found 3 times across documents,,,french
partageant,[To be translated],Found 3 times across documents,,,french
consommateurs,[To be translated],Found 3 times across documents,,,french
irréalistes,[To be translated],Found 3 times across documents,,,french
technologique,[To be translated],Found 3 times across documents,,,french
énergétique,[To be translated],Found 3 times across documents,,,french
chaîne,[To be translated],Found 3 times across documents,,,french
populations,[To be translated],Found 3 times across documents,,,french
urbaine,[To be translated],Found 3 times across documents,,,french
stimule,[To be translated],Found 3 times across documents,,,french
médicaux,[To be translated],Found 3 times across documents,,,french
diversifié,[To be translated],Found 3 times across documents,,,french
échanges,[To be translated],Found 3 times across documents,,,french
urbains,[To be translated],Found 3 times across documents,,,french
innovations,[To be translated],Found 3 times across documents,,,french
emplois,[To be translated],Found 3 times across documents,,,french
attire,[To be translated],Found 3 times across documents,,,french
verts,[To be translated],Found 3 times across documents,,,french
biodiversité,[To be translated],Found 3 times across documents,,,french
planifiée,[To be translated],Found 3 times across documents,,,french
cities,[To be translated],Found 3 times across documents,,,french
innerfrench,[To be translated],Found 3 times across documents,,,french
transcription,[To be translated],Found 3 times across documents,,,french
podcast,[To be translated],Found 3 times across documents,,,french
hospitalisation,[To be translated],Found 3 times across documents,,,french
accident,[To be translated],Found 3 times across documents,,,french
pompiers,[To be translated],Found 3 times across documents,,,french
fonctionnement,[To be translated],Found 3 times across documents,,,french
médecins,[To be translated],Found 3 times across documents,,,french
étudier,[To be translated],Found 3 times across documents,,,french
immédiate,[To be translated],Found 3 times across documents,,,french
appeler,[To be translated],Found 3 times across documents,,,french
composer,[To be translated],Found 3 times across documents,,,french
ticket,[To be translated],Found 3 times across documents,,,french
couvre,[To be translated],Found 3 times across documents,,,french
clinique,[To be translated],Found 3 times across documents,,,french
causes,[To be translated],Found 3 times across documents,,,french
profondes,[To be translated],Found 3 times across documents,,,french
adaptation,[To be translated],Found 3 times across documents,,,french
prochaines,[To be translated],Found 3 times across documents,,,french
insuffisance,[To be translated],Found 3 times across documents,,,french
évoquer,[To be translated],Found 3 times across documents,,,french
crises,[To be translated],Found 3 times across documents,,,french
mentionné,[To be translated],Found 3 times across documents,,,french
indigence,[To be translated],Found 3 times across documents,,,french
xvie,[To be translated],Found 3 times across documents,,,french
décrivant,[To be translated],Found 3 times across documents,,,french
suggère,[To be translated],Found 3 times across documents,,,french
carence,[To be translated],Found 3 times across documents,,,french
quantité,[To be translated],Found 3 times across documents,,,french
disponible,[To be translated],Found 3 times across documents,,,french
collègue,[To be translated],Found 3 times across documents,,,french
déménagement,[To be translated],Found 3 times across documents,,,french
efficacement,[To be translated],Found 3 times across documents,,,french
influençant,[To be translated],Found 3 times across documents,,,french
pouvant,[To be translated],Found 3 times across documents,,,french
facilement,[To be translated],Found 3 times across documents,,,french
électricité,[To be translated],Found 3 times across documents,,,french
appartenance,[To be translated],Found 3 times across documents,,,french
suivi,[To be translated],Found 3 times across documents,,,french
environnementales,[To be translated],Found 3 times across documents,,,french
présence,[To be translated],Found 3 times across documents,,,french
assurer,[To be translated],Found 3 times across documents,,,french
restant,[To be translated],Found 3 times across documents,,,french
stimulation,[To be translated],Found 3 times across documents,,,french
adoption,[To be translated],Found 3 times across documents,,,french
livreur,[To be translated],Found 3 times across documents,,,french
lobster,[To be translated],Found 3 times across documents,,,french
done,[To be translated],Found 3 times across documents,,,french
burn,[To be translated],Found 3 times across documents,,,french
mignon,[To be translated],Found 3 times across documents,,,french
appareil,[To be translated],Found 3 times across documents,,,french
recettes,[To be translated],Found 3 times across documents,,,french
culinaires,[To be translated],Found 3 times across documents,,,french
prévisions,[To be translated],Found 3 times across documents,,,french
lecture,[To be translated],Found 3 times across documents,,,french
sensibles,[To be translated],Found 3 times across documents,,,french
éteindre,[To be translated],Found 3 times across documents,,,french
appareils,[To be translated],Found 3 times across documents,,,french
covoiturage,[To be translated],Found 3 times across documents,,,french
viande,[To be translated],Found 3 times across documents,,,french
saison,[To be translated],Found 3 times across documents,,,french
plastiques,[To be translated],Found 3 times across documents,,,french
insister,[To be translated],Found 3 times across documents,,,french
environnementaux,[To be translated],Found 3 times across documents,,,french
élevés,[To be translated],Found 3 times across documents,,,french
inclut,[To be translated],Found 3 times across documents,,,french
étant,[To be translated],Found 3 times across documents,,,french
gardé,[To be translated],Found 3 times across documents,,,french
préférés,[To be translated],Found 3 times across documents,,,french
explore,[To be translated],Found 3 times across documents,,,french
étranger,[To be translated],Found 3 times across documents,,,french
toutefois,[To be translated],Found 3 times across documents,,,french
vision,[To be translated],Found 3 times across documents,,,french
payés,[To be translated],Found 3 times across documents,,,french
lotis,[To be translated],Found 3 times across documents,,,french
espagne,[To be translated],Found 3 times across documents,,,french
comparable,[To be translated],Found 3 times across documents,,,french
européens,[To be translated],Found 3 times across documents,,,french
retraite,[To be translated],Found 3 times across documents,,,french
protection,[To be translated],Found 3 times across documents,,,french
taux,[To be translated],Found 3 times across documents,,,french
royaume,[To be translated],Found 3 times across documents,,,french
uni,[To be translated],Found 3 times across documents,,,french
perdu,[To be translated],Found 3 times across documents,,,french
différemment,[To be translated],Found 3 times across documents,,,french
élément,[To be translated],Found 3 times across documents,,,french
souligne,[To be translated],Found 3 times across documents,,,french
passage,[To be translated],Found 3 times across documents,,,french
accordent,[To be translated],Found 3 times across documents,,,french
collective,[To be translated],Found 3 times across documents,,,french
cadres,[To be translated],Found 3 times across documents,,,french
germanique,[To be translated],Found 3 times across documents,,,french
sort,[To be translated],Found 3 times across documents,,,french
germaniques,[To be translated],Found 3 times across documents,,,french
reflétant,[To be translated],Found 3 times across documents,,,french
terrains,[To be translated],Found 3 times across documents,,,french
grenier,[To be translated],Found 3 times across documents,,,french
offrant,[To be translated],Found 3 times across documents,,,french
variées,[To be translated],Found 3 times across documents,,,french
moteur,[To be translated],Found 3 times across documents,,,french
acceptation,[To be translated],Found 3 times across documents,,,french
extérieure,[To be translated],Found 3 times across documents,,,french
standards,[To be translated],Found 3 times across documents,,,french
estime,[To be translated],Found 3 times across documents,,,french
psychologique,[To be translated],Found 3 times across documents,,,french
anxiété,[To be translated],Found 3 times across documents,,,french
symbolise,[To be translated],Found 3 times across documents,,,french
progéniture,[To be translated],Found 3 times across documents,,,french
aspects,[To be translated],Found 3 times across documents,,,french
fumée,[To be translated],Found 3 times across documents,,,french
vivante,[To be translated],Found 3 times across documents,,,french
concepts,[To be translated],Found 3 times across documents,,,french
priorités,[To be translated],Found 3 times across documents,,,french
emprunt,[To be translated],Found 3 times across documents,,,french
locuteurs,[To be translated],Found 3 times across documents,,,french
richesse,[To be translated],Found 3 times across documents,,,french
nager,[To be translated],Found 3 times across documents,,,french
pluralité,[To be translated],Found 3 times across documents,,,french
exposer,[To be translated],Found 3 times across documents,,,french
régimes,[To be translated],Found 3 times across documents,,,french
fondamental,[To be translated],Found 3 times across documents,,,french
images,[To be translated],Found 3 times across documents,,,french
inadaptées,[To be translated],Found 3 times across documents,,,french
traditions,[To be translated],Found 3 times across documents,,,french
exploitation,[To be translated],Found 3 times across documents,,,french
actes,[To be translated],Found 3 times across documents,,,french
engager,[To be translated],Found 3 times across documents,,,french
différencier,[To be translated],Found 3 times across documents,,,french
dérive,[To be translated],Found 3 times across documents,,,french
related,[To be translated],Found 3 times across documents,,,french
administration,[To be translated],Found 3 times across documents,,,french
approprié,[To be translated],Found 3 times across documents,,,french
éducatifs,[To be translated],Found 3 times across documents,,,french
qualifier,[To be translated],Found 3 times across documents,,,french
adaptées,[To be translated],Found 3 times across documents,,,french
thoughts,[To be translated],Found 3 times across documents,,,french
pensées,[To be translated],Found 3 times across documents,,,french
héritages,[To be translated],Found 3 times across documents,,,french
anciennes,[To be translated],Found 3 times across documents,,,french
hommage,[To be translated],Found 3 times across documents,,,french
interculturel,[To be translated],Found 3 times across documents,,,french
historiques,[To be translated],Found 3 times across documents,,,french
raviver,[To be translated],Found 3 times across documents,,,french
empêcher,[To be translated],Found 3 times across documents,,,french
uniquement,[To be translated],Found 3 times across documents,,,french
nuages,[To be translated],Found 3 times across documents,,,french
sol,[To be translated],Found 3 times across documents,,,french
tonnerre,[To be translated],Found 3 times across documents,,,french
puissance,[To be translated],Found 3 times across documents,,,french
passion,[To be translated],Found 3 times across documents,,,french
intense,[To be translated],Found 3 times across documents,,,french
inclure,[To be translated],Found 3 times across documents,,,french
rapidité,[To be translated],Found 3 times across documents,,,french
fulgurant,[To be translated],Found 3 times across documents,,,french
indice,[To be translated],Found 3 times across documents,,,french
clue,[To be translated],Found 3 times across documents,,,french
catch,[To be translated],Found 3 times across documents,,,french
saine,[To be translated],Found 3 times across documents,,,french
prévenir,[To be translated],Found 3 times across documents,,,french
floride,[To be translated],Found 3 times across documents,,,french
mariage,[To be translated],Found 3 times across documents,,,french
exponentielle,[To be translated],Found 3 times across documents,,,french
linéaire,[To be translated],Found 3 times across documents,,,french
conservation,[To be translated],Found 3 times across documents,,,french
rendu,[To be translated],Found 3 times across documents,,,french
penser,[To be translated],Found 3 times across documents,,,french
probablement,[To be translated],Found 3 times across documents,,,french
essayez,[To be translated],Found 3 times across documents,,,french
cycle,[To be translated],Found 3 times across documents,,,french
répondu,[To be translated],Found 3 times across documents,,,french
louis,[To be translated],Found 3 times across documents,,,french
roi,[To be translated],Found 3 times across documents,,,french
favorite,[To be translated],Found 3 times across documents,,,french
biblique,[To be translated],Found 3 times across documents,,,french
universelle,[To be translated],Found 3 times across documents,,,french
jacente,[To be translated],Found 3 times across documents,,,french
anglaise,[To be translated],Found 3 times across documents,,,french
may,[To be translated],Found 3 times across documents,,,french
soin,[To be translated],Found 3 times across documents,,,french
décision,[To be translated],Found 3 times across documents,,,french
critiques,[To be translated],Found 3 times across documents,,,french
confirmer,[To be translated],Found 3 times across documents,,,french
follow,[To be translated],Found 3 times across documents,,,french
coule,[To be translated],Found 3 times across documents,,,french
fail,[To be translated],Found 3 times across documents,,,french
cher,[To be translated],Found 3 times across documents,,,french
éthique,[To be translated],Found 3 times across documents,,,french
pertes,[To be translated],Found 3 times across documents,,,french
induire,[To be translated],Found 3 times across documents,,,french
manifestations,[To be translated],Found 3 times across documents,,,french
écriture,[To be translated],Found 3 times across documents,,,french
manuscrite,[To be translated],Found 3 times across documents,,,french
préférerais,[To be translated],Found 3 times across documents,,,french
espérer,[To be translated],Found 3 times across documents,,,french
rangée,[To be translated],Found 3 times across documents,,,french
boîte,[To be translated],Found 3 times across documents,,,french
extérieur,[To be translated],Found 3 times across documents,,,french
pauvres,[To be translated],Found 3 times across documents,,,french
hasard,[To be translated],Found 3 times across documents,,,french
dépenser,[To be translated],Found 3 times across documents,,,french
milliards,[To be translated],Found 3 times across documents,,,french
programmes,[To be translated],Found 3 times across documents,,,french
meurent,[To be translated],Found 3 times across documents,,,french
ridicule,[To be translated],Found 3 times across documents,,,french
puissent,[To be translated],Found 3 times across documents,,,french
responsable,[To be translated],Found 3 times across documents,,,french
promener,[To be translated],Found 3 times across documents,,,french
devrions,[To be translated],Found 3 times across documents,,,french
dizaines,[To be translated],Found 3 times across documents,,,french
essence,[To be translated],Found 3 times across documents,,,french
stimuler,[To be translated],Found 3 times across documents,,,french
former,[To be translated],Found 3 times across documents,,,french
new,[To be translated],Found 3 times across documents,,,french
quickly,[To be translated],Found 3 times across documents,,,french
renforcent,[To be translated],Found 3 times across documents,,,french
instrument,[To be translated],Found 3 times across documents,,,french
sick,[To be translated],Found 3 times across documents,,,french
revue,[To be translated],Found 3 times across documents,,,french
appliqué,[To be translated],Found 3 times across documents,,,french
donné,[To be translated],Found 3 times across documents,,,french
progression,[To be translated],Found 3 times across documents,,,french
traditionnelle,[To be translated],Found 3 times across documents,,,french
principale,[To be translated],Found 3 times across documents,,,french
fâcher,[To be translated],Found 3 times across documents,,,french
upset,[To be translated],Found 3 times across documents,,,french
angry,[To be translated],Found 3 times across documents,,,french
légère,[To be translated],Found 3 times across documents,,,french
désaccord,[To be translated],Found 3 times across documents,,,french
malade,[To be translated],Found 3 times across documents,,,french
humaine,[To be translated],Found 3 times across documents,,,french
emprunté,[To be translated],Found 3 times across documents,,,french
température,[To be translated],Found 3 times across documents,,,french
pièce,[To be translated],Found 3 times across documents,,,french
illustration,[To be translated],Found 3 times across documents,,,french
tranquille,[To be translated],Found 3 times across documents,,,french
traduire,[To be translated],Found 3 times across documents,,,french
type,[To be translated],Found 3 times across documents,,,french
lumières,[To be translated],Found 3 times across documents,,,french
document,[To be translated],Found 3 times across documents,,,french
éloge,[To be translated],Found 3 times across documents,,,french
célébrer,[To be translated],Found 3 times across documents,,,french
historique,[To be translated],Found 3 times across documents,,,french
locare,[To be translated],Found 3 times across documents,,,french
loue,[To be translated],Found 3 times across documents,,,french
temporairement,[To be translated],Found 3 times across documents,,,french
honneur,[To be translated],Found 3 times across documents,,,french
assigner,[To be translated],Found 3 times across documents,,,french
piédestal,[To be translated],Found 3 times across documents,,,french
louez,[To be translated],Found 3 times across documents,,,french
laud,[To be translated],Found 3 times across documents,,,french
élevée,[To be translated],Found 3 times across documents,,,french
imaginez,[To be translated],Found 3 times across documents,,,french
amusante,[To be translated],Found 3 times across documents,,,french
réfléchi,[To be translated],Found 3 times across documents,,,french
littéral,[To be translated],Found 3 times across documents,,,french
figuratif,[To be translated],Found 3 times across documents,,,french
own,[To be translated],Found 3 times across documents,,,french
déconseiller,[To be translated],Found 3 times across documents,,,french
résultat,[To be translated],Found 3 times across documents,,,french
guidance,[To be translated],Found 3 times across documents,,,french
problématique,[To be translated],Found 3 times across documents,,,french
intellectuel,[To be translated],Found 3 times across documents,,,french
synonymes,[To be translated],Found 3 times across documents,,,french
significative,[To be translated],Found 3 times across documents,,,french
importante,[To be translated],Found 3 times across documents,,,french
transformé,[To be translated],Found 3 times across documents,,,french
vol,[To be translated],Found 3 times across documents,,,french
oiseaux,[To be translated],Found 3 times across documents,,,french
avancée,[To be translated],Found 3 times across documents,,,french
toast,[To be translated],Found 3 times across documents,,,french
allemand,[To be translated],Found 3 times across documents,,,french
verres,[To be translated],Found 3 times across documents,,,french
mélange,[To be translated],Found 3 times across documents,,,french
associée,[To be translated],Found 3 times across documents,,,french
italien,[To be translated],Found 3 times across documents,,,french
apparentées,[To be translated],Found 3 times across documents,,,french
illustrer,[To be translated],Found 3 times across documents,,,french
tradition,[To be translated],Found 3 times across documents,,,french
super,[To be translated],Found 3 times across documents,,,french
sites,[To be translated],Found 3 times across documents,,,french
transforme,[To be translated],Found 3 times across documents,,,french
habituellement,[To be translated],Found 3 times across documents,,,french
apprend,[To be translated],Found 3 times across documents,,,french
susceptible,[To be translated],Found 3 times across documents,,,french
précises,[To be translated],Found 3 times across documents,,,french
revenons,[To be translated],Found 3 times across documents,,,french
petits,[To be translated],Found 3 times across documents,,,french
ajoutant,[To be translated],Found 3 times across documents,,,french
réponses,[To be translated],Found 3 times across documents,,,french
vérifier,[To be translated],Found 3 times across documents,,,french
niveaux,[To be translated],Found 3 times across documents,,,french
sparse,[To be translated],Found 3 times across documents,,,french
arrays,[To be translated],Found 3 times across documents,,,french
unes,[To be translated],Found 3 times across documents,,,french
contiennent,[To be translated],Found 3 times across documents,,,french
endroits,[To be translated],Found 3 times across documents,,,french
poche,[To be translated],Found 3 times across documents,,,french
motifs,[To be translated],Found 3 times across documents,,,french
colorée,[To be translated],Found 3 times across documents,,,french
fuseau,[To be translated],Found 3 times across documents,,,french
lavage,[To be translated],Found 3 times across documents,,,french
rivière,[To be translated],Found 3 times across documents,,,french
envoyer,[To be translated],Found 3 times across documents,,,french
send,[To be translated],Found 3 times across documents,,,french
around,[To be translated],Found 3 times across documents,,,french
plongée,[To be translated],Found 3 times across documents,,,french
wave,[To be translated],Found 3 times across documents,,,french
hand,[To be translated],Found 3 times across documents,,,french
épais,[To be translated],Found 3 times across documents,,,french
fête,[To be translated],Found 3 times across documents,,,french
along,[To be translated],Found 3 times across documents,,,french
orders,[To be translated],Found 3 times across documents,,,french
crustacé,[To be translated],Found 3 times across documents,,,french
racines,[To be translated],Found 3 times across documents,,,french
similaires,[To be translated],Found 3 times across documents,,,french
irais,[To be translated],Found 3 times across documents,,,french
puisse,[To be translated],Found 3 times across documents,,,french
francophones,[To be translated],Found 3 times across documents,,,french
particulièrement,[To be translated],Found 3 times across documents,,,french
musicien,[To be translated],Found 3 times across documents,,,french
rage,[To be translated],Found 3 times across documents,,,french
ent,[To be translated],Found 3 times across documents,,,french
exception,[To be translated],Found 3 times across documents,,,french
ail,[To be translated],Found 3 times across documents,,,french
ouest,[To be translated],Found 3 times across documents,,,french
lundi,[To be translated],Found 3 times across documents,,,french
murmure,[To be translated],Found 3 times across documents,,,french
disciplines,[To be translated],Found 3 times across documents,,,french
habituelle,[To be translated],Found 3 times across documents,,,french
faisais,[To be translated],Found 3 times across documents,,,french
ponctuelle,[To be translated],Found 3 times across documents,,,french
souhait,[To be translated],Found 3 times across documents,,,french
